profile,shop,item_url,shop_url,price,flag,item_id
NIKE耐克运动鞋男鞋2017春季新款AIR MAX透气轻便跑步鞋749680-002 气垫黑蓝749680-002 42.5-9,君悦运动专营店,https://item.jd.com/11460634727.html,//junyueyd.jd.com,476.00,,11460634727
耐克男鞋 2017夏季新款AIR MAX全掌气垫运动鞋缓震耐磨低帮跑步鞋849559 DF 849559-001/17新款 42.5,天马运动专营店,https://item.jd.com/10225748372.html,//xyyzsg.jd.com,1159.00,,10225748372
耐克男鞋2017运动鞋Free 5.0赤足飞线跑鞋透气跑步鞋831069-001 842545-700 42,久华运动专营店,https://item.jd.com/12049456542.html,//mall.jd.com/index-24422.html,399.00,,12049456542
Nike/耐克 CLASSIC CORTEZ 男 阿甘休闲跑步鞋 532487-403 532487-403 42,三行之运动专营店,https://item.jd.com/10128955419.html,//mall.jd.com/index-34043.html,299.00,,10128955419
Nike 耐克 男子低帮 PRESTO 862749-001 862749-001 44(28cm),网天运动专营店,https://item.jd.com/12100218968.html,//wtydhw.jd.com,,,12100218968
NIKE耐克男鞋2017夏季新款阿甘鞋白红复古轻便耐磨慢跑休闲鞋876873-101 白色876873-101 40.5-7.5,热点体育旗舰店,https://item.jd.com/12536505435.html,//redian.jd.com,565.00,,12536505435
耐克女鞋2017春夏季新款Air Max气垫鞋缓震耐磨跑步鞋852465-002 红色852465-600 38.5,考利运动专营店,https://item.jd.com/11189355642.html,//mall.jd.com/index-38630.html,599.00,,11189355642
Nike耐克男鞋 2017夏新款运动鞋ARRO低帮复刻板鞋休闲鞋902813-001 DF 848187-101/17夏季新款 41/260,清鸿叶运动专营店,https://item.jd.com/11777775239.html,//qhyyd.jd.com,598.00,,11777775239
NIKE耐克2017年新款女子WMNS NIKE TANJUN复刻鞋812655 812655-110+白/白/黑 37.5,滔搏运动户外专营店,https://item.jd.com/10477422644.html,//yougousg.jd.com,474.00,,10477422644
Nike耐克男鞋跑步运动鞋 844833-008 42.5,宝夏运动专营店,https://item.jd.com/12035872006.html,//mall.jd.com/index-31218.html,759.00,,12035872006
耐克男鞋女鞋 2017夏新款情侣FREE赤足透气慢跑鞋运动休闲鞋880839-001 DF 黑白奥利奥880839-001 40,风驰运动专营店,https://item.jd.com/11587430237.html,//fengchiyundong.jd.com,699.00,,11587430237
耐克NIKE男鞋2017夏季新款AIR MAX 全掌气垫缓震运动跑步鞋806771-001 AIR MAX 全掌气垫806771-001 43-9.5,文石运动专营店,https://item.jd.com/10107968012.html,//wenshiyd.jd.com,978.00,,10107968012
耐克男鞋2017春季新款AIR MAX气垫缓震透气运动跑步鞋844874-001 2017年新款844874-007 43,考利运动专营店,https://item.jd.com/11189177564.html,//mall.jd.com/index-38630.html,518.00,,11189177564
Nike SB Bruin Premium 耐克男子低帮气垫板鞋 滑板鞋 运动休闲鞋 631041-001 42.5,SNEAKERHEAD官方旗舰店,https://item.jd.com/1497013607.html,//sneakerhead.jd.com,,,1497013607
耐克 Nike Arrowz 黑白 男子潮流休闲跑鞋 902813-002-001 902813-002  灰黑 42.5,长沙道勤运动,https://item.jd.com/11892482350.html,//mall.jd.com/index-44915.html,458.00,,11892482350
耐克NIKE2017新款男鞋休闲鞋运动休闲运动鞋881988-002 881988-002黑+黑+帆白+冷灰+深灰 41,名鞋库运动旗舰店,https://item.jd.com/12534767318.html,//mxk.jd.com,499.00,,12534767318
NIKE KYRIE 3 耐克男鞋欧文3 黑黄 实战运动篮球鞋 852396-901多色 44,威乐运动专营店,https://item.jd.com/12294058924.html,//boles.jd.com,769.00,,12294058924
NIKE耐克男鞋跑鞋 2017春夏新款AIR ZOOM气垫飞线透气轻便跑步鞋863762 831352-001/17夏新款 44,幸运叶子旗舰店,https://item.jd.com/10380183976.html,//xyyz.jd.com,689.00,,10380183976
,,https://item.jd.com/11267214176.html,,,,11267214176
耐克NIKE 男鞋 休闲鞋 MD RUNNER 2 跑步鞋 844864-002 冬春 黑色 42.5,Nike耐克京东自营专区,https://item.jd.com/4058004.html,//mall.jd.com/index-1000001927.html,499.00,JD自营,4058004
耐克女鞋2017春季新款AIR FORCE 1空军一号运动休闲鞋板鞋315115-112 高帮款白色366731-100 36码/5.5,脉动运动专营店,https://item.jd.com/11687299283.html,//maidong.jd.com,599.00,,11687299283
耐克Nike运动鞋男子运动鞋轻便复刻跑步鞋 857935-002 42,西街运动专营店,https://item.jd.com/11546165550.html,//xijie.jd.com,439.00,,11546165550
Nike耐克 2017年春季男子  AIR MAX  运动休闲鞋 844874 844874-013 42,黑石旗舰店,https://item.jd.com/11617258808.html,//shengshi.jd.com,479.00,,11617258808
耐克男鞋 2017夏新款华莱士运动鞋缓震透气休闲跑步鞋819686-005 833147-003/17夏新款 42,幸运叶子旗舰店,https://item.jd.com/11139410739.html,//xyyz.jd.com,649.00,,11139410739
NIKE耐克女鞋 2017夏季Air Max气垫缓震透气轻便运动跑步鞋599409 DF 599409-610 37.5/235,清鸿叶运动专营店,https://item.jd.com/11885192756.html,//qhyyd.jd.com,498.00,,11885192756
NIKE耐克男鞋2017夏季新款FREE赤足网面轻便透气缓震运动跑步鞋831069-001 透气耐磨减震831508-101 42,文石运动专营店,https://item.jd.com/12593645195.html,//wenshiyd.jd.com,829.00,,12593645195
耐克/Nike SOCK DART 袜子男鞋休闲运动鞋 狼灰819686-003 44,威乐运动专营店,https://item.jd.com/11620828158.html,//boles.jd.com,559.00,,11620828158
Nike耐克男鞋2017夏季新款网面透气运动休闲减震耐磨跑步鞋843881-010-011 2017新款843881-010 42,恺琪运动专营店,https://item.jd.com/10479746994.html,//kqsport.jd.com,438.00,,10479746994
Nike耐克女鞋跑步鞋夏季女子运动轻便透气跑步鞋511882-111 511882-818 38/240/7,锦顺运动专营店,https://item.jd.com/11317506310.html,//xinrui.jd.com,399.00,,11317506310
耐克女鞋2017春季新款运动鞋AIR PEGASUS '89 跑步鞋844888-403 气垫复古跑鞋844888-100 36.5-6,热点运动户外专营店,https://item.jd.com/11280209085.html,//converserd.jd.com,489.00,,11280209085
京东配送Nike耐克男鞋运动鞋2017新款透气慢跑鞋耐用防水休闲鞋跑步鞋 黑色876188-001 40.5,兆禧运动户外专营店,https://item.jd.com/11688877330.html,//zxyundong.jd.com,569.00,,11688877330
耐克Nike男鞋跑步鞋 806771-013 806771-001 41,可可豆运动专营店,https://item.jd.com/10782793305.html,//kekedouydhw.jd.com,1059.00,,10782793305
耐克 Nike 女子zoom气垫运动跑步鞋 844633 荧黄/玫红844633-999 36.5,英迅奢侈品专营店,https://item.jd.com/12372772270.html,//mall.jd.com/index-640457.html,699.00,,12372772270
耐克女鞋nike  AIR ZOOM 夏新款黑白奥利奥女子 网面气垫跑步鞋831356 831356-603 35.5,海客体育运动专营店,https://item.jd.com/11007363148.html,//haikeyd.jd.com,618.00,,11007363148
耐克男鞋2017春新款AIR MAX运动气垫减震跑步鞋844836-500 AIR MAX气垫844836-500 42,考利运动专营店,https://item.jd.com/11254651057.html,//mall.jd.com/index-38630.html,509.00,,11254651057
幸运叶子NIKE耐克女鞋 2017春季新款透气运动休闲鞋812655-010 DF 705485-008/17夏季新款 37.5,江苏叶子运动专营店,https://item.jd.com/10848676661.html,//xyyzjs.jd.com,379.00,,10848676661
耐克跑鞋女鞋 2017春夏季新款AIR MAX气垫飞线运动透气减震休闲训练跑步鞋 805942-001 37.5,风驰运动专营店,https://item.jd.com/10432668925.html,//fengchiyundong.jd.com,749.00,,10432668925
Nike耐克 休闲文化鞋男鞋 AIR MAX INVIGOR男子运动文化休闲鞋749680 749688-001 黑/白/灰狼 40.5,宜动旗舰店,https://item.jd.com/10542063192.html,//ydsport.jd.com,489.00,,10542063192
【新品】耐克Nike 经典男子休闲运动跑步鞋 DOWNSHIFTER 7 NIKE_852459_002 40 /250,,https://item.jd.com/1981716784.html,,499.00,,1981716784
耐克/NIKE ROSHE TWO  女鞋 透气轻便 休闲 运动鞋 黑色844931-002 36.5,威乐运动专营店,https://item.jd.com/10991243695.html,//boles.jd.com,,,10991243695
全球购耐克NIKE Flyknit Racer男子夏季休闲运动 飞线轻便透气缓震跑步鞋 彩虹 us8.5/标准42,,https://item.jd.com/1984536618.html,,.00,,1984536618
Nike耐克男鞋AIRZOOM飞马33跑步鞋2016新款时尚休闲运动鞋 透气跑鞋 831352-001 (40码),倍斯利母婴专营店,https://item.jd.com/12456912839.html,//beasley.jd.com,599.00,,12456912839
NIKE耐克女鞋2017春季新款AIR MAX运动气垫轻便舒适跑步鞋844895-002 AIR MAX气垫缓震844895-002 36-5.5,热点体育旗舰店,https://item.jd.com/1077057954.html,//redian.jd.com,495.00,,1077057954
NIKE耐克女鞋2017夏季新款气垫轻便缓震耐磨透气运动休闲跑步鞋 852465-002 852465-600 38.5,智凯运动专营店,https://item.jd.com/11255215745.html,//zksports.jd.com,629.00,,11255215745
Nike耐克女鞋 2016秋季款AIR MAX气垫休闲运动跑步鞋616723-007 DF 红色616723-602 38.5/245,清鸿叶运动专营店,https://item.jd.com/10097647757.html,//qhyyd.jd.com,499.00,,10097647757
Nike耐克男鞋2017春季新款Zoom全掌气垫减震运动休闲跑步鞋878670-001 878670-001 41/260,清鸿叶运动专营店,https://item.jd.com/11373084189.html,//qhyyd.jd.com,899.00,,11373084189
Nike耐克2016新款AIR ZOOM男子气垫缓震运动跑步鞋 806580-001  X 黑灰806580-010 43,极速运动专营店,https://item.jd.com/10105310862.html,//hudong.jd.com,639.00,,10105310862
Nike耐克跑步鞋男鞋登月轻便跑步鞋 849568-700 43,西街运动专营店,https://item.jd.com/11541689748.html,//xijie.jd.com,649.00,,11541689748
耐克跑步鞋新款AIR MAX气垫减震综合训练运动鞋869633-010 Z 869633-010/鞋型偏窄建议选大一码 42,爱淘运动专营店,https://item.jd.com/11793043017.html,//aitao.jd.com,,,11793043017
耐克男鞋 2017春夏新款NIKE LUNARGLIDE 8跑步鞋843725-001 843725-007/16秋季新款 40.5,幸运叶子旗舰店,https://item.jd.com/10534360937.html,//xyyz.jd.com,598.00,,10534360937
耐克 NIKE 女鞋运动鞋 ROSHE RUN ONE DMB 女子红蛇纹运动休闲鞋 807460-600 红色 37.5码/6.5,Nike耐克京东自营专区,https://item.jd.com/4869462.html,//mall.jd.com/index-1000001927.html,698.00,JD自营,4869462
NIKE耐克新品NIKE FLEX 男子赤足网面透气运动跑步鞋898457-001/003 898457-003 41,滔搏体育运动专营店,https://item.jd.com/11780081704.html,//mall.jd.com/index-20208.html,469.00,,11780081704
Nike耐克2016冬款泼墨羊毛男子运动耐磨跑步鞋859553-001 859553-001 41,型尚网运动专营店,https://item.jd.com/11108208604.html,//xingshang.jd.com,499.00,,11108208604
耐克 Nike 男鞋AIR TAVAS气垫透气休闲鞋跑步鞋运动鞋 705149 经典黑白色店长推荐705149-009 42.5,英迅奢侈品专营店,https://item.jd.com/12337941861.html,//mall.jd.com/index-640457.html,539.00,,12337941861
nike耐克女鞋 2017夏季运动鞋女款休闲慢跑鞋跑步鞋 806584 湖蓝/黑/粉蓝 36.5码,卓创运动专营店,https://item.jd.com/10070086426.html,//zhuochuang.jd.com,499.00,,10070086426
耐克女鞋 16新款Air Huarache Run华莱士运动休闲跑步鞋683818 DF 683818-010 37.5,幸运叶子旗舰店,https://item.jd.com/10988673057.html,//xyyz.jd.com,649.00,,10988673057
Nike耐克女鞋2017新款Air Max气垫鞋缓震耐磨运动休闲跑步鞋852465-002 橙色599409-803 37.5码/6.5,乔乐运动专营店,https://item.jd.com/11928746150.html,//qiaoleyundong.jd.com,549.00,,11928746150
耐克女鞋 17春新款AIR ZOOM VOMERO 11气垫跑步鞋818100 818100-405/17新款 38,幸运叶子旗舰店,https://item.jd.com/11442178611.html,//xyyz.jd.com,689.00,,11442178611
耐克NIKE男女休闲鞋NIKE COURT FORCE FRAGMENT 休闲鞋 814913-661 红/白 US8.5码42码,Nike耐克京东自营专区,https://item.jd.com/3719941.html,//mall.jd.com/index-1000001927.html,769.00,JD自营,3719941
Nike耐克 2017年春季女子 AIR HUARACHE 运动休闲鞋 819151 833292-101 37.5,黑石旗舰店,https://item.jd.com/12263901725.html,//shengshi.jd.com,619.00,,12263901725
耐克女鞋2017春季新款ZOOM气垫透气运动鞋跑步鞋831562-001 2017年新款831562-010 36,考利运动专营店,https://item.jd.com/11189367134.html,//mall.jd.com/index-38630.html,679.00,,11189367134
耐克男鞋 2017夏季新款FREE FLYKNIT飞线赤足跑步鞋831069-001 DF 831069-300 42.5,江苏叶子运动专营店,https://item.jd.com/10011039886.html,//xyyzjs.jd.com,499.00,,10011039886
nike耐克女鞋2017夏季款女士air max气垫慢跑鞋经典运动鞋百搭跑步鞋599820 狼灰/队红/荷兰橙/顶峰白 37 .5,卓创运动专营店,https://item.jd.com/1110399820.html,//zhuochuang.jd.com,449.00,,1110399820
NIKE耐克2017年新款男子NIKE FREE RN 2017跑步鞋880839-001 880839-001+黑/白/深灰/煤黑 42,优购运动旗舰店,https://item.jd.com/11712055784.html,//yougouyd.jd.com,899.00,,11712055784
NIKE耐克男鞋2017新款Air Max气垫运动训练缓震耐磨跑步鞋849559-001 2017新款849559-001 42,恺琪运动专营店,https://item.jd.com/11311828977.html,//kqsport.jd.com,1439.00,,11311828977
NIKE AIR MAX 90 ESSENTIAL耐克男子运动鞋 休闲跑步男鞋537384 537384-073 （春季新款） 40,宜动旗舰店,https://item.jd.com/11777520139.html,//ydsport.jd.com,659.00,,11777520139
耐克女鞋2017春夏季运动鞋AF1空军一号低帮休闲板鞋860532-001 WT 366731-100 38.5,考利运动专营店,https://item.jd.com/12176058660.html,//mall.jd.com/index-38630.html,878.00,,12176058660
耐克男鞋 ZOOM TRAIN ACTION气垫运动休闲健身训练鞋跑步鞋852438 CS 852438-006 43,沈斯克运动专营店,https://item.jd.com/12126171179.html,//shensike.jd.com,489.00,,12126171179
NIKE耐克男鞋 新款ZOOM气垫透气轻便运动休闲跑步鞋849564-001 849564-001 42,幸运叶子旗舰店,https://item.jd.com/10888878710.html,//xyyz.jd.com,749.00,,10888878710
耐克Nike男鞋Air Huarache Ultra华莱士跑步休闲鞋819685-002 黑色819685-002 40.5-7.5,热点体育旗舰店,https://item.jd.com/10931215818.html,//redian.jd.com,865.00,,10931215818
耐克男鞋STRUCTURE20缓震气垫跑步鞋2016秋新款运动鞋849576 849581 849576-003 42,法雅体育官方旗舰店,https://item.jd.com/10916982195.html,//mall.jd.com/index-92097.html,749.00,,10916982195
Nike耐克男鞋2017春季新款AIR MAX透气轻便休闲跑步鞋749680-600 AIR MAX气垫减震749680-100 43-9.5,热点运动户外专营店,https://item.jd.com/11400394111.html,//converserd.jd.com,539.00,,11400394111
耐克男鞋 2017夏季新款运动鞋Kaishi网面透气休闲鞋慢跑鞋833411 DF 833411-010 40,幸运叶子旗舰店,https://item.jd.com/10451048672.html,//xyyz.jd.com,429.00,,10451048672
Nike 耐克男鞋 AIR PRESTO ULTRA BR 男子运动休闲鞋 898020 黑/黑/黑 41,,https://item.jd.com/1985014670.html,,1169.00,,1985014670
NIKE耐克女鞋2017春季新款Air Max气垫缓震耐磨运动跑步鞋881109- Air Max气垫缓震881109-101 36,考利运动专营店,https://item.jd.com/11575039034.html,//mall.jd.com/index-38630.html,1159.00,,11575039034
Nike/耐克 Kwazi Action 小椰子 情侣跑鞋男子跑步鞋运动鞋女子跑步鞋 844900-100 白色 36,长沙道勤运动,https://item.jd.com/10607611931.html,//mall.jd.com/index-44915.html,549.00,,10607611931
耐克女鞋zoom气垫NIKE AIR ZOOM VOMERO 12 女子跑步运动鞋 863766-001 36.5,卡飞诺运动专营店,https://item.jd.com/12340715347.html,//mall.jd.com/index-607372.html,729.00,,12340715347
全球购耐克（Nike） Ultra Xt Mesh 男式运动休闲鞋专柜 标准41/US8,,https://item.jd.com/1971102225.html,,1419.00,,1971102225
NIKE耐克 男鞋Air max系列跑步鞋运动鞋跑步819300-403 819300-001深灰+白+黑 40,SKOMART运动旗舰店,https://item.jd.com/11930867645.html,//mxkadidas.jd.com,349.00,,11930867645
耐克Nike新款男鞋休闲鞋运动鞋air max运动休闲 TG 719912-407宝蓝+深黑蓝+钴蓝色 41,名鞋库运动旗舰店,https://item.jd.com/10956296551.html,//mxk.jd.com,549.00,,10956296551
耐克NIKE男鞋运动休闲鞋FREE2017夏季新款运动鞋880839 880843 880843-001 42,法雅体育官方旗舰店,https://item.jd.com/12170500755.html,//mall.jd.com/index-92097.html,699.00,,12170500755
NIKE耐克男鞋2017春季新款运动休闲登月系列飞线运动跑步鞋844591-001 黑色反光银844591-001 43,热点体育旗舰店,https://item.jd.com/11006407773.html,//redian.jd.com,436.00,,11006407773
NIKE耐克 女子休闲鞋 ROSHE TWO运动鞋 844931-100白色35.5码,Nike耐克京东自营专区,https://item.jd.com/4887980.html,//mall.jd.com/index-1000001927.html,,JD自营,4887980
耐克女鞋PEGASUS89运动生活板鞋2017春季新款运动鞋844888-100/403 844888-002 38,法雅体育官方旗舰店,https://item.jd.com/10729131081.html,//mall.jd.com/index-92097.html,,,10729131081
Nike耐克男鞋2017夏季新款运动缓震低帮透气跑步板鞋休闲鞋848187-101 狼灰金属银848187-101 41,热点运动户外专营店,https://item.jd.com/12033715745.html,//converserd.jd.com,598.00,,12033715745
nike耐克 女鞋奥利奥休闲鞋运动鞋运动休闲833666-010 833666-010黑+白 36.5,名鞋库运动专营店,https://item.jd.com/10256765458.html,//mall.jd.com/index-57831.html,399.00,,10256765458
耐克 Air Jordan Fly 89 黑白奥利奥小忍者鞋 男鞋休闲运动鞋 940267-003灰色 41,威乐运动专营店,https://item.jd.com/12377947041.html,//boles.jd.com,499.00,,12377947041
耐克NIKE女鞋运动鞋 AIR PEGASUS 轻质透气跑步鞋831356 17年新款 黑/白831356-001 36码/5.5,乔乐运动专营店,https://item.jd.com/10747474534.html,//qiaoleyundong.jd.com,599.00,,10747474534
Nike耐克女子休闲鞋运动鞋 843387-101 36.5,加百利运动专营店,https://item.jd.com/11258656577.html,//mall.jd.com/index-12721.html,959.00,,11258656577
Nike耐克男鞋 2017新款Air max气垫缓震运动休闲鞋跑步鞋852461-008 805941-001 42.5/270,清鸿叶运动专营店,https://item.jd.com/10974297881.html,//qhyyd.jd.com,698.00,,10974297881
Nike耐克男鞋 2016冬新款耐磨缓震ZOOM气垫运动跑步鞋849581-300 DF 849581-001 42.5/270,清鸿叶运动专营店,https://item.jd.com/10965989657.html,//qhyyd.jd.com,798.00,,10965989657
耐克NIKE男鞋篮球鞋852464-004 852464-104 41,辉动运动专营店,https://item.jd.com/12034397566.html,//huidong.jd.com,579.00,,12034397566
Nike耐克男鞋2017夏季新款低帮复古阿甘轻便透气耐磨跑步休闲鞋807472-011 黑色807472-011 41-8,文石运动专营店,https://item.jd.com/12393668648.html,//wenshiyd.jd.com,,,12393668648
NIKE耐克 男鞋zoom系列跑步鞋减震运动鞋跑步831352-402 831352-001黑+白+冷灰+狼灰 43,SKOMART运动旗舰店,https://item.jd.com/11225262851.html,//mxkadidas.jd.com,,,11225262851
耐克男鞋 2017夏季新款低帮运动鞋air max气垫缓震透气休闲跑步鞋852461 749680-002/17春新款 42/265,幸运叶子旗舰店,https://item.jd.com/1084885067.html,//xyyz.jd.com,,,1084885067
耐克女鞋 新款Nike FREE FLYKNIT赤足飞线轻质透气跑步鞋831070 5折 粉紫831070-600 37.5码/6.5,乔乐运动专营店,https://item.jd.com/10362059540.html,//qiaoleyundong.jd.com,499.00,,10362059540
幸运叶子nike耐克男鞋 2017新款休闲运动复刻板鞋运动休闲鞋882018-001 DF 828041-408/16夏季新款 41,江苏叶子运动专营店,https://item.jd.com/10591919654.html,//xyyzjs.jd.com,,,10591919654
耐克nike男鞋2017夏新款Air Max 90气垫飞线编织运动跑步休闲鞋875943- 875943-100 42,热点运动户外专营店,https://item.jd.com/11566481689.html,//converserd.jd.com,859.00,,11566481689
耐克男鞋 17款INTERNATIONALIST PRM SE轻便运动鞋882018 DF 882018-002 42,幸运叶子旗舰店,https://item.jd.com/11520140850.html,//xyyz.jd.com,489.00,,11520140850
耐克NIKE女鞋2017夏季新款Free 飞线赤足轻便透气运动跑步鞋880844-001 2017新款880844-006 37.5-6.5,恺琪运动专营店,https://item.jd.com/12514968406.html,//kqsport.jd.com,709.00,,12514968406
Nike耐克男鞋跑步鞋 2017春季款AIR RELENTLESS 6跑步鞋T H 876875-600 39/245/6.5,锦顺运动专营店,https://item.jd.com/11339417419.html,//xinrui.jd.com,509.00,,11339417419
全球购耐克（Nike） Air Max Lunar90 Moon 登月纪念款反光运动跑鞋 标准43/US9.5,,https://item.jd.com/1968365238.html,,.00,,1968365238
Nike耐克女鞋 2017春季新款Roshe One黑白复古运动休闲跑步鞋511882 奥利奥黑白 812655-011 35.5,风驰运动专营店,https://item.jd.com/10185651137.html,//fengchiyundong.jd.com,429.00,,10185651137
Nike/耐克 CLASSIC CORTEZ 男 阿甘休闲跑步鞋 532487-403 532487-403 42,三行之运动专营店,https://item.jd.com/11895375771.html,//mall.jd.com/index-34043.html,299.00,,11895375771
耐克NIKE女鞋阿甘低帮透气耐磨运动休闲鞋跑步鞋-828436-401 828436-401 39,岱润霖运动专营店,https://item.jd.com/10778605343.html,//dyl.jd.com,379.00,,10778605343
NIKE耐克女鞋2017新款NIKE FREE RN女子赤足跑步鞋运动鞋女 831070 831070-102 38,宾尔运动专营店,https://item.jd.com/10813550535.html,//mall.jd.com/index-607731.html,599.00,,10813550535
NIKE耐克男鞋休闲鞋ROSHERUN新款运动鞋复古511881-416 511881-010黑+煤黑+帆白 40.5,名鞋库运动旗舰店,https://item.jd.com/12154680050.html,//mxk.jd.com,379.00,,12154680050
耐克 NIKE 女子休闲鞋 NIKE WMNS AIR MAX THEA PRM 运动鞋 616723-008 灰白 US7.5/38.5码,Nike耐克京东自营专区,https://item.jd.com/3573137.html,//mall.jd.com/index-1000001927.html,,JD自营,3573137
耐克男鞋nike 2017年夏季AIR透气减震休闲鞋网面时尚低帮跑步鞋 843881 007 冷灰/荷兰橙-煤黑-白 4 3,卓创运动专营店,https://item.jd.com/1083825070.html,//zhuochuang.jd.com,449.00,,1083825070
Nike夏季耐克男鞋 2017登月飞线休闲鞋运动鞋跑步鞋818097 818097-002黑/白/煤黑 40,乐麦运动专营店,https://item.jd.com/1360801988.html,//lemai.jd.com,699.00,,1360801988
NIKE耐克 男子跑步鞋 ZOOM ALL OUT FLYKNIT 气垫运动鞋 844134-003狼灰色40.5码,Nike耐克京东自营专区,https://item.jd.com/4888690.html,//mall.jd.com/index-1000001927.html,1598.00,JD自营,4888690
耐克 NIKE AIR ZOOM PEGASUS 男款气垫跑步鞋 飞线透气运动鞋 831352-403星星蓝/芒果黄橙 42.5,网亿运动专营店,https://item.jd.com/10826856088.html,//wangyi.jd.com,629.00,,10826856088
耐克男鞋Nike Roshe Run One奥利奥运动休闲透气跑步鞋812654-011 夏款黑色白底812654-011 40,热点体育旗舰店,https://item.jd.com/11316554045.html,//redian.jd.com,516.00,,11316554045
Nike耐克男鞋2017新款AIR ZOOM气垫透气缓震运动鞋跑步鞋863762-001 经典黑831352-001 44,极速运动专营店,https://item.jd.com/10258122287.html,//hudong.jd.com,669.00,,10258122287
NIKE耐克 女鞋zoom系列跑步鞋低帮减震运动鞋跑步849577-003 TG 831562-001黑+白+煤黑 40,名鞋库运动旗舰店,https://item.jd.com/12460358780.html,//mxk.jd.com,499.00,,12460358780
Nike耐克运动鞋男鞋春秋款潮流复古板鞋低帮慢跑鞋休闲鞋828041-201 煤黑深灰828041-201 41,热点体育旗舰店,https://item.jd.com/11034978120.html,//redian.jd.com,,,11034978120
耐克男鞋2017春夏新款Air Max90透气网面运动鞋跑步鞋875943-100 DF 875943-100/17春夏新款 42.5,天马运动专营店,https://item.jd.com/12153526664.html,//xyyzsg.jd.com,899.00,,12153526664
Nike耐克男鞋2017夏新款缓震透气运动鞋板鞋跑步休闲鞋833411-010 DF 833411-010 43/275,清鸿叶运动专营店,https://item.jd.com/10433158974.html,//qhyyd.jd.com,429.00,,10433158974
NIKE耐克 男鞋Air max系列休闲鞋减震运动鞋749688-060 TG 749688-001黑+白+狼灰 41,名鞋库运动旗舰店,https://item.jd.com/10581983447.html,//mxk.jd.com,479.00,,10581983447
Nike耐克男鞋 2017新款AIR ZOOM气垫减震透气运动跑步鞋818099-001 818099-001 44.5,,https://item.jd.com/1986572914.html,,.00,,1986572914
耐克Nike男鞋冬款ROSHE RUN运动休闲鞋跑步鞋844687-002 深灰844687-002 42-8.5,热点体育旗舰店,https://item.jd.com/10791486961.html,//redian.jd.com,,,10791486961
NIKE耐克 男鞋Air max系列休闲鞋减震运动鞋运动休闲537384-0 TK 夏537384-129白+大学红+黑+狼灰 42(建议41码脚穿着),名鞋库运动旗舰店,https://item.jd.com/11826521276.html,//mxk.jd.com,599.00,,11826521276
NIKE耐克男鞋2017夏季新款SOCK DART袜子鞋运动休闲鞋819686-002 819686-002 40-7,热点体育旗舰店,https://item.jd.com/11714937182.html,//redian.jd.com,658.00,,11714937182
耐克女鞋nike 2017春夏新款女子休闲运动舒适轻便网面透气慢跑鞋812655-011 819303-017 36,上下运动专营店,https://item.jd.com/11575891297.html,//shangxia.jd.com,308.00,,11575891297
耐克nike2016新款男鞋轻薄缓震舒适透气跑步鞋运动鞋844591 843725 843725-001 42,法雅体育官方旗舰店,https://item.jd.com/10437264690.html,//mall.jd.com/index-92097.html,679.00,,10437264690
耐克NIKE AIR PEGASUS 83 LTR男子休闲鞋跑步鞋 827922CS HZ 827922-001黑色CS 42.5,瑞动运动专营店,https://item.jd.com/10762057982.html,//mall.jd.com/index-602487.html,419.00,,10762057982
耐克NIKE男鞋 ZOOM 气垫 跑步鞋 运动鞋 831352-403 星星蓝44,Nike耐克京东自营专区,https://item.jd.com/3716234.html,//mall.jd.com/index-1000001927.html,898.00,JD自营,3716234
幸运叶子耐克男鞋 2017夏季新款复古低帮耐磨运动休闲鞋板鞋476716-010 DF 759971-401/新款 44/280,江苏叶子运动专营店,https://item.jd.com/10176199907.html,//xyyzjs.jd.com,298.00,,10176199907
耐克女鞋2017新款Air Jordan 1 AJ1休闲鞋板鞋篮球鞋554725-035 AJ1乔1 灰白554725-112 36.5,热点百货商行专营店,https://item.jd.com/10159162711.html,//mall.jd.com/index-107680.html,891.00,,10159162711
Nike耐克女子跑步鞋运动鞋 831356-602 36,加百利运动专营店,https://item.jd.com/11101768641.html,//mall.jd.com/index-12721.html,719.00,,11101768641
耐克（NIKE）跑步鞋 NIKE AIR ZOOM STRUCTURE 19 男子跑步鞋 806580-300 翠绿/黑 US8.5码42码,Nike耐克京东自营专区,https://item.jd.com/4192160.html,//mall.jd.com/index-1000001927.html,998.00,JD自营,4192160
Nike耐克男鞋2017新款PRESTO FLY透气休闲鞋908019-001 现 908019-001 40,风尚运动专营店,https://item.jd.com/12570683522.html,//fengshangyd.jd.com,499.00,,12570683522
耐克 NIKE 女鞋运动鞋 AIR MAX THEA ULTRA PRM 女子气垫缓震休闲鞋 848279-003 黑武士 36码/5.5,Nike耐克京东自营专区,https://item.jd.com/4869436.html,//mall.jd.com/index-1000001927.html,,JD自营,4869436
耐克 NIKE 女鞋WMNS LUNARSTELOS 轻便透气跑步鞋运动鞋844736-001 黑色 38码/7,Nike耐克京东自营专区,https://item.jd.com/4842922.html,//mall.jd.com/index-1000001927.html,,JD自营,4842922
耐克 NIKE 女鞋运动鞋WMNS NIKE JUVENATE奥利奥配色休闲鞋跑步鞋 724979-101 白色 38码/7,Nike耐克京东自营专区,https://item.jd.com/4869500.html,//mall.jd.com/index-1000001927.html,,JD自营,4869500
